2.3229535788931257E-14 1.596894678939403E-16 
4.493296796211399E-16 4.707310096760767E-14 
2.3229535788931257E-14 1.596894678939403E-16 
4.493296796211399E-16 4.707310096760767E-14 
3.75630609574857E-15 1.3946087720375861E-15 
1.584412571701728E-15 3.4012451095719725E-14 
1.9948793978913763E-15 1.831655160396436E-14 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
4.493296796211399E-16 4.707310096760767E-14 
2.3229535788931257E-14 1.596894678939403E-16 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
4.493296796211399E-16 4.707310096760767E-14 
2.3229535788931257E-14 1.596894678939403E-16 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
2.3229535788931257E-14 1.596894678939403E-16 
4.493296796211399E-16 4.707310096760767E-14 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
2.3229535788931257E-14 1.596894678939403E-16 
4.493296796211399E-16 4.707310096760767E-14 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
4.493296796211399E-16 4.707310096760767E-14 
2.3229535788931257E-14 1.596894678939403E-16 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
2.3229535788931257E-14 1.596894678939403E-16 
4.493296796211399E-16 4.707310096760767E-14 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
2.3229535788931257E-14 1.596894678939403E-16 
4.493296796211399E-16 4.707310096760767E-14 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
2.3229535788931257E-14 1.596894678939403E-16 
4.493296796211399E-16 4.707310096760767E-14 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
2.3229535788931257E-14 1.596894678939403E-16 
4.493296796211399E-16 4.707310096760767E-14 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
4.493296796211399E-16 4.707310096760767E-14 
2.3229535788931257E-14 1.596894678939403E-16 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
4.493296796211399E-16 4.707310096760767E-14 
2.3229535788931257E-14 1.596894678939403E-16 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
2.3229535788931257E-14 1.596894678939403E-16 
4.493296796211399E-16 4.707310096760767E-14 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
2.3229535788931257E-14 1.596894678939403E-16 
4.493296796211399E-16 4.707310096760767E-14 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
4.493296796211399E-16 4.707310096760767E-14 
2.3229535788931257E-14 1.596894678939403E-16 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
1.9948793978913763E-15 1.831655160396436E-14 
3.75630609574857E-15 1.3946087720375861E-15 
4.493296796211399E-16 4.707310096760767E-14 
2.3229535788931257E-14 1.596894678939403E-16 
1.584412571701728E-15 3.4012451095719725E-14 
2.022832996953853E-15 1.2317402606757561E-14 
