1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.0653711720619002E-15 6.848987459438823E-15 
1.26979502974248E-14 1.7074507689600033E-16 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
1.0653711720619002E-15 6.848987459438823E-15 
9.489605008131295E-15 9.985535276365828E-16 
1.26979502974248E-14 1.7074507689600033E-16 
